-3.	-2.1158355103447612
-2.99	-2.1071431567596446
-2.98	-2.098454754510911
-2.97	-2.089770324945788
-2.96	-2.0810898928654553
-2.95	-2.072413482646806
-2.94	-2.06374111889072
-2.93	-2.055072826424912
-2.92	-2.0464086303066837
-2.91	-2.0377485558258224
-2.9	-2.0290926285074904
-2.89	-2.0204408741151476
-2.88	-2.0117933186535875
-2.87	-2.0031499883719244
-2.86	-1.9945109097667573
-2.85	-1.9858761095852393
-2.84	-1.9772456148282878
-2.83	-1.9686194527539111
-2.82	-1.9599976508803658
-2.81	-1.9513802369895799
-2.8	-1.9427672391305608
-2.79	-1.9341586856228747
-2.78	-1.925554605060108
-2.77	-1.916955026313489
-2.76	-1.908359978535481
-2.75	-1.899769491163526
-2.74	-1.8911835939238182
-2.73	-1.8826023168350488
-2.7199999999999998	-1.8740256902123544
-2.71	-1.8654537446712478
-2.7	-1.8568865111316821
-2.69	-1.8483240208220693
-2.68	-1.8397663052834752
-2.67	-1.8312133963739035
-2.66	-1.8226653262725014
-2.65	-1.8141221274839958
-2.64	-1.8055838328432214
-2.63	-1.7970504755194823
-2.62	-1.7885220890213513
-2.61	-1.7799987072012484
-2.6	-1.7714803642602814
-2.59	-1.762967094753107
-2.58	-1.7544589335928502
-2.57	-1.7459559160561942
-2.56	-1.7374580777885018
-2.55	-1.728965454809051
-2.54	-1.7204780835163136
-2.53	-1.7119960006935144
-2.52	-1.7035192435139261
-2.51	-1.6950478495467765
-2.5	-1.6865818567627524
-2.49	-1.6781213035399465
-2.48	-1.669666228669785
-2.4699999999999998	-1.6612166713630903
-2.46	-1.6527726712562891
-2.45	-1.6443342684176356
-2.44	-1.6359015033537148
-2.4299999999999997	-1.6274744170158915
-2.42	-1.619053050807108
-2.41	-1.6106374465885274
-2.4	-1.602227646686563
-2.39	-1.5938236938999413
-2.38	-1.5854256315068909
-2.37	-1.5770335032724734
-2.36	-1.5686473534560958
-2.35	-1.5602672268192048
-2.34	-1.5518931686329853
-2.33	-1.5435252246864846
-2.32	-1.535163441294529
-2.31	-1.5268078653061916
-2.3	-1.5184585441131873
-2.29	-1.5101155256584613
-2.2800000000000002	-1.5017788584451053
-2.27	-1.4934485915452986
-2.26	-1.485124774609467
-2.25	-1.4768074578757675
-2.24	-1.4684966921796392
-2.23	-1.460192528963505
-2.2199999999999998	-1.4518950202868959
-2.21	-1.443604218836634
-2.2	-1.4353201779372562
-2.19	-1.427042951561665
-2.1799999999999997	-1.4187725943421348
-2.17	-1.4105091615813463
-2.16	-1.4022527092638346
-2.15	-1.394003294067678
-2.14	-1.3857609733763299
-2.13	-1.377525805290884
-2.12	-1.3692978486425047
-2.11	-1.3610771630051886
-2.1	-1.3528638087087654
-2.09	-1.3446578468523231
-2.08	-1.3364593393178028
-2.07	-1.3282683487840203
-2.06	-1.3200849387409401
-2.05	-1.311909173504374
-2.04	-1.3037411182309182
-2.0300000000000002	-1.2955808389333976
-2.02	-1.2874284024964935
-2.01	-1.2792838766929995
-2.	-1.2711473302001886
-1.99	-1.2630188326168474
-1.98	-1.2548984544805106
-1.97	-1.2467862672853833
-1.96	-1.2386823435003687
-1.95	-1.2305867565878894
-1.94	-1.2224995810230124
-1.93	-1.2144208923129969
-1.92	-1.206350767017575
-1.91	-1.1982892827695681
-1.9	-1.190236518296021
-1.89	-1.1821925534400755
-1.88	-1.174157469183239
-1.8699999999999999	-1.1661313476683306
-1.8599999999999999	-1.1581142722230304
-1.8499999999999999	-1.1501063273840189
-1.84	-1.1421075989218148
-1.83	-1.1341181738663106
-1.82	-1.126138140532927
-1.81	-1.1181675885495326
-1.8	-1.1102066088841067
-1.79	-1.102255293873207
-1.78	-1.0943137372511553
-1.77	-1.0863820341801027
-1.76	-1.0784602812809598
-1.75	-1.0705485766651393
-1.74	-1.062647019967318
-1.73	-1.054755712379024
-1.72	-1.0468747566832792
-1.71	-1.0390042572902864
-1.7	-1.0311443202740145
-1.69	-1.0232950534100724
-1.68	-1.0154565662145194
-1.67	-1.0076289699839918
-1.66	-0.9998123778369359
-1.65	-0.9920069047561298
-1.64	-0.9842126676324909
-1.63	-0.9764297853102609
-1.6199999999999999	-0.9686583786335514
-1.6099999999999999	-0.9608985704943065
-1.5999999999999999	-0.9531504858818431
-1.59	-0.945414251933878
-1.58	-0.9376899979891649
-1.57	-0.929977855641913
-1.56	-0.9222779587977368
-1.55	-0.9145904437316185
-1.54	-0.906915449147617
-1.53	-0.899253116240529
-1.52	-0.8916035887596211
-1.51	-0.8839670130743977
-1.5	-0.8763435382425576
-1.49	-0.8687333160802273
-1.48	-0.8611365012345383
-1.47	-0.8535532512585647
-1.46	-0.8459837266889111
-1.45	-0.838428091125919
-1.44	-0.830886511316442
-1.43	-0.8233591572397013
-1.42	-0.8158462021959363
-1.41	-0.8083478228982134
-1.4	-0.8008641995673347
-1.39	-0.7933955160302317
-1.38	-0.7859419598216224
-1.3699999999999999	-0.778503722289446
-1.3599999999999999	-0.7710809987039747
-1.3499999999999999	-0.7636739883707584
-1.3399999999999999	-0.7562828947476967
-1.33	-0.7489079255664094
-1.32	-0.7415492929578368
-1.31	-0.7342072135825211
-1.3	-0.726881908765678
-1.29	-0.7195736046371302
-1.28	-0.7122825322765796
-1.27	-0.7050089278640873
-1.26	-0.6977530328362659
-1.25	-0.6905150940484059
-1.24	-0.683295363942445
-1.23	-0.6760941007216037
-1.22	-0.6689115685314142
-1.21	-0.661748037647794
-1.2	-0.6546037846722167
-1.19	-0.6474790927344837
-1.18	-0.640374251703306
