-3.	-5.389400127682224
-2.99	-5.370627523126933
-2.98	-5.351858397351147
-2.97	-5.333092770134772
-2.96	-5.314330661427058
-2.95	-5.295572091348555
-2.94	-5.276817080193077
-2.93	-5.258065648429713
-2.92	-5.239317816704849
-2.91	-5.220573605844242
-2.9	-5.201833036855101
-2.89	-5.183096130928217
-2.88	-5.164362909440112
-2.87	-5.145633393955233
-2.86	-5.126907606228161
-2.85	-5.108185568205874
-2.84	-5.089467302030022
-2.83	-5.07075283003926
-2.82	-5.052042174771593
-2.81	-5.033335358966775
-2.8	-5.0146324055687295
-2.79	-4.995933337728025
-2.78	-4.977238178804368
-2.77	-4.958546952369151
-2.76	-4.939859682208029
-2.75	-4.921176392323544
-2.74	-4.902497106937785
-2.73	-4.88382185049509
-2.7199999999999998	-4.865150647664794
-2.71	-4.846483523344017
-2.7	-4.827820502660497
-2.69	-4.809161610975467
-2.68	-4.790506873886581
-2.67	-4.771856317230879
-2.66	-4.753209967087817
-2.65	-4.734567849782316
-2.64	-4.715929991887896
-2.63	-4.697296420229831
-2.62	-4.678667161888374
-2.61	-4.660042244202022
-2.6	-4.641421694770849
-2.59	-4.622805541459878
-2.58	-4.6041938124025235
-2.57	-4.585586536004076
-2.56	-4.566983740945262
-2.55	-4.548385456185849
-2.54	-4.5297917109683175
-2.53	-4.511202534821598
-2.52	-4.492617957564862
-2.51	-4.474038009311389
-2.5	-4.455462720472493
-2.49	-4.436892121761514
-2.48	-4.418326244197885
-2.4699999999999998	-4.399765119111269
-2.46	-4.381208778145761
-2.45	-4.362657253264171
-2.44	-4.344110576752378
-2.4299999999999997	-4.3255687812237635
-2.42	-4.307031899623724
-2.41	-4.288499965234259
-2.4	-4.269973011678642
-2.39	-4.251451072926189
-2.38	-4.232934183297088
-2.37	-4.214422377467342
-2.36	-4.195915690473779
-2.35	-4.177414157719177
-2.34	-4.158917814977459
-2.33	-4.140426698399007
-2.32	-4.121940844516056
-2.31	-4.103460290248202
-2.3	-4.084985072908004
-2.29	-4.0665152302067
-2.2800000000000002	-4.048050800260022
-2.27	-4.0295918215941295
-2.26	-4.011138333151655
-2.25	-3.9926903742978594
-2.24	-3.9742479848269183
-2.23	-3.9558112049683163
-2.2199999999999998	-3.9373800753933788
-2.21	-3.918954637221925
-2.2	-3.900534932029052
-2.19	-3.882121001852056
-2.1799999999999997	-3.863712889197493
-2.17	-3.8453106370483776
-2.16	-3.8269142888715244
-2.15	-3.808523888625046
-2.14	-3.790139480766
-2.13	-3.771761110258186
-2.12	-3.753388822580117
-2.11	-3.7350226637331425
-2.1	-3.716662680249749
-2.09	-3.6983089192020278
-2.08	-3.6799614282103303
-2.07	-3.661620255452095
-2.06	-3.6432854496708735
-2.05	-3.6249570601855394
-2.04	-3.606635136899705
-2.0300000000000002	-3.588319730311335
-2.02	-3.57001089152257
-2.01	-3.551708672249772
-2.	-3.533413124833783
-1.99	-3.515124302250413
-1.98	-3.4968422581211636
-1.97	-3.478567046724194
-1.96	-3.4602987230055264
-1.95	-3.4420373425905133
-1.94	-3.4237829617955637
-1.93	-3.405535637640136
-1.92	-3.3872954278590095
-1.91	-3.369062390914846
-1.9	-3.350836586011033
-1.89	-3.3326180731048414
-1.88	-3.314406912920884
-1.8699999999999999	-3.296203166964902
-1.8599999999999999	-3.278006897537876
-1.8499999999999999	-3.259818167750479
-1.84	-3.2416370415378783
-1.83	-3.223463583674899
-1.82	-3.205297859791559
-1.81	-3.1871399363889883
-1.8	-3.168989880855738
-1.79	-3.1508477614845036
-1.78	-3.1327136474892643
-1.77	-3.1145876090228546
-1.76	-3.096469717194986
-1.75	-3.0783600440907257
-1.74	-3.0602586627894546
-1.73	-3.0421656473843135
-1.72	-3.0240810730021557
-1.71	-3.006005015824026
-1.7	-2.987937553106175
-1.69	-2.969878763201635
-1.68	-2.951828725582367
-1.67	-2.9337875208620092
-1.66	-2.915755230819234
-1.65	-2.897731938421742
-1.64	-2.879717727850913
-1.63	-2.8617126845271343
-1.6199999999999999	-2.8437168951358296
-1.6099999999999999	-2.8257304476542133
-1.5999999999999999	-2.807753431378794
-1.59	-2.7897859369536535
-1.58	-2.7718280563995235
-1.57	-2.7538798831436995
-1.56	-2.735941512050804
-1.55	-2.7180130394544415
-1.54	-2.7000945631897726
-1.53	-2.682186182627036
-1.52	-2.664287998706057
-1.51	-2.646400113971774
-1.5	-2.6285226326108213
-1.49	-2.6106556604892006
-1.48	-2.59279930519109
-1.47	-2.57495367605882
-1.46	-2.5571188842340637
-1.45	-2.5392950427002927
-1.44	-2.521482266326526
-1.43	-2.503680671912438
-1.42	-2.485890378234863
-1.41	-2.468111506095756
-1.4	-2.450344178371652
-1.39	-2.4325885200646935
-1.38	-2.4148446583552707
-1.3699999999999999	-2.397112722656343
-1.3599999999999999	-2.3793928446695034
-1.3499999999999999	-2.361685158442846
-1.3399999999999999	-2.3439898004307076
-1.33	-2.3263069095553575
-1.32	-2.3086366272707006
-1.31	-2.290979097628078
-1.3	-2.2733344673442404
-1.29	-2.2557028858715737
-1.28	-2.2380845054706744
-1.27	-2.220479481285351
-1.26	-2.2028879714201515
-1.25	-2.1853101370205157
-1.24	-2.167746142355647
-1.23	-2.1501961549042155
-1.22	-2.1326603454429964
-1.21	-2.1151388881385635
-1.2	-2.0976319606421496
-1.19	-2.0801397441878025
-1.18	-2.062662423693965
-1.17	-2.0452001878686086
-1.16	-2.0277532293180647
-1.15	-2.0103217446596977
-1.14	-1.992905934638568
-1.13	-1.975506004248245
-1.1199999999999999	-1.9581221628559344
