ra,dec,beta_t,min_chi_sq
11.916083003436725,-73.53450336714012,0.00011344640137963142,-43.70642935309309
17.930561996711496,-73.00635816151815,0.00011344640137963142,-50.50375370116546
11.644109758613574,-72.63384111408237,0.00012217304763960306,-56.575645123132745
15.869417891282636,-69.88379699252656,0.0001308996938995747,-48.612244225539634
11.75387409668818,-71.44717661430013,0.00011344640137963142,-42.564696820115316
11.835963696517188,-73.98156369307918,0.00011344640137963142,-79.15915885831859
17.720597707072002,-73.31665072421566,0.0001308996938995747,-86.94303093797402
11.187145785602317,-72.16865667075443,0.00011344640137963142,-51.77494627987091
12.51182804470185,-72.4294559836928,0.0001308996938995747,-128.22483475942855
16.570859419465002,-73.63980132352512,0.00011344640137963142,-56.3110027860667
16.35610157535857,-71.70679093417539,0.00011344640137963142,-65.7175420775402
13.56015231446591,-71.92872580522716,0.00011344640137963142,-49.09939743897649
13.288926409422226,-72.59917902347352,0.00011344640137963142,-46.01338868868729
10.242789263087698,-72.80929344756697,0.00011344640137963142,-47.712497486853415
12.573581770709708,-71.88029636776093,0.0001308996938995747,-66.66867077485753
16.101074126086463,-71.10714607719905,0.0001308996938995747,-69.38464515371297
10.253286104472515,-73.21347419356205,0.00011344640137963142,-48.26642228345669
6.625296245478358,-72.76669765826135,0.0001308996938995747,-46.081330565612866
14.54258357806654,-72.18455290833617,0.00011344640137963142,-88.62866419905741
19.905700004200444,-72.94284102801471,0.00011344640137963142,-45.52512960522827
15.06031490730551,-73.0734785074745,0.00012217304763960306,-85.68934561943522
9.817446389590376,-73.26326037938725,0.00011344640137963142,-45.98552240116796
10.001906941266206,-73.09368563689719,0.0001308996938995747,-63.679042278804495
20.150471356055114,-72.20984166505896,0.00011344640137963142,-45.22059950624921
16.2281919111816,-71.9222205478359,0.00011344640137963142,-50.84163961181993
17.878781894304446,-71.85138171540034,0.0001308996938995747,-100.54452358891555
15.271278536961196,-72.32615871675361,0.0001308996938995747,-93.94529649610868
24.276418194396406,-73.43279821583845,0.0001308996938995747,-52.11097377447025
11.892137394904726,-73.0424450975361,0.0001308996938995747,-82.81600093723989
13.622399417145633,-72.29364959306474,0.00011344640137963142,-45.49909758584524
10.12001089239866,-71.57084881480795,0.0001308996938995747,-57.86728876217153
6.013441729410134,-74.49898237369635,0.0001308996938995747,-45.09370357115333
10.167997406071414,-72.3174897574101,0.00011344640137963142,-49.06982948223236
13.54468085106383,-72.31604492093659,0.00011344640137963142,-87.08738186276136
12.80218223040952,-74.84327084382788,0.00011344640137963142,-47.21027672971938
16.058781190019193,-75.08159899563606,0.0001308996938995747,-52.92940760872057
17.599456970841693,-71.7827047420278,0.00012217304763960306,-50.716908585370255
21.05447972074468,-72.75731182299073,0.0001308996938995747,-63.19876276985242
16.17557758906969,-74.90951968250852,0.00011344640137963142,-46.337814900480325
7.8337142088990435,-74.01760616128719,0.00011344640137963142,-65.94338048900622
16.71499700336545,-74.46872440181428,0.00011344640137963142,-43.49734905656582
17.03748280605227,-71.23377264500755,0.00011344640137963142,-43.29002249066434
15.595484147720626,-71.61640679165801,0.00011344640137963142,-59.16779896578446
11.871605896043446,-73.37941579032542,0.00011344640137963142,-51.404058194602854
12.058879356161265,-71.1107643014827,0.00011344640137963142,-42.783687890450686
11.75441246277996,-73.40033636222935,0.00011344640137963142,-51.2950928486716
13.287287246914575,-72.23007204151094,0.0001308996938995747,-138.6367725130909
18.6078530371291,-71.54047519822723,0.00011344640137963142,-55.37990280819416
13.332090869855223,-71.72920442309277,0.0001308996938995747,-48.31453117053401
11.304813077728697,-74.27418275496419,0.00011344640137963142,-58.33007396946519
19.294179077370146,-74.22878316134748,0.00011344640137963142,-45.7294487834573
17.719421699078808,-73.2019291152654,0.00011344640137963142,-53.971191127277635
10.60910815939279,-73.0092451788302,0.0001308996938995747,-66.25881256203095
14.102619828505945,-71.85933336088314,0.00011344640137963142,-62.96385679204898
16.091175393628706,-72.38539387960145,0.0001308996938995747,-52.282357551025115
9.89895823285425,-75.15790783869247,0.00011344640137963142,-48.05679032718847
12.11580260827564,-72.19394597716119,0.00011344640137963142,-43.07003544952659
15.717784476262246,-72.88581546787452,0.0001308996938995747,-120.78632035222729
13.371418422922096,-71.83692395234985,0.00011344640137963142,-47.485064095537474
9.660688216892595,-72.82156636618953,0.00011344640137963142,-45.08369371325915
14.871110532482751,-73.49411139991685,0.00011344640137963142,-42.622477567871925
19.34405772110541,-74.2194146813942,0.0001308996938995747,-50.79520413424193
5.450686583781779,-74.56597830217257,0.00012217304763960306,-48.6398815643038
10.392802238953053,-71.81451384330235,0.0001308996938995747,-45.29776257899202
18.028541226215644,-73.05615768883838,0.00011344640137963142,-50.618920668592885
12.379504419430384,-71.01523679659743,0.0001308996938995747,-51.56225828342338
12.922928709055874,-73.26903248476506,0.00011344640137963142,-70.1719505079548
19.350382544630207,-74.84111046993957,0.00011344640137963142,-41.978101895522336
11.92720907774022,-72.18816564139283,0.00011344640137963142,-48.25307447089217
14.567622950819672,-74.2749033633883,0.00011344640137963142,-47.41041906840482
17.69311945968763,-74.73524549458617,0.00011344640137963142,-44.63817131726001
15.39913591213761,-72.25030185965056,0.00011344640137963142,-88.21510134458237
15.00510703494063,-73.16657124408115,0.00011344640137963142,-52.22265483628278
10.866400797607179,-72.02702033677005,0.00011344640137963142,-52.916878399926155
8.39626239511823,-73.09368563689719,0.00011344640137963142,-49.3277457809269
20.108878091872796,-73.78474358560166,0.0001308996938995747,-58.74324105055294
12.01997989444584,-72.89447785297077,0.0001308996938995747,-65.60918778996344
11.260871475006587,-73.6938873266229,0.0001308996938995747,-83.80911234717054
13.267883676501805,-73.12471698338467,0.00011344640137963142,-61.54690774195901
9.91410907485096,-73.78113837441249,0.00011344640137963142,-42.775391023382504
19.332586638555807,-73.69316620399863,0.0001308996938995747,-47.77563157914784
17.619279265255297,-71.5780804356998,0.00011344640137963142,-49.48002846351018
13.230287747106766,-74.09689399498382,0.0001308996938995747,-53.52655398603889
21.413950405489707,-71.61279118638006,0.0001308996938995747,-45.7738917197229
6.101941076121538,-74.47016528230806,0.0001308996938995747,-52.43632115901211
16.30520620064346,-75.3162636012602,0.00011344640137963142,-42.77416409363563
18.822085608111202,-74.39235419402817,0.00011344640137963142,-43.849017085671655
11.603288559518294,-74.54148578377863,0.0001308996938995747,-94.68883606300365
14.50605577345804,-73.38013719863969,0.0001308996938995747,-41.62877595219877
5.4823431839015235,-73.59076017567808,0.0001308996938995747,-52.17244779530612
13.203327459313776,-76.1939153643176,0.00011344640137963142,-42.78793837901928
14.740935815776579,-72.44823575643309,0.00011344640137963142,-45.41911295079562
10.824863716160028,-74.50114361576712,0.00011344640137963142,-46.58962794121614
13.226491051503086,-73.63114722280056,0.00011344640137963142,-45.49282725352646
17.51704713904536,-73.0843038212765,0.0001308996938995747,-82.50949868191827
12.096774193548384,-73.14347951826534,0.00012217304763960306,-85.67373555882392
15.171881110676575,-71.66919252848726,0.00011344640137963142,-44.00679070864482
9.565453204321603,-73.49122618043822,0.00011344640137963142,-43.180092892829244
14.129941035160515,-73.60085712966756,0.00012217304763960306,-67.71752251685592
8.007071615434924,-72.46845959574858,0.00012217304763960306,-57.20937066824715
18.42506438481349,-72.7500918703938,0.0001308996938995747,-82.95409424175243
21.82668855534709,-74.73596570865885,0.0001308996938995747,-42.91364263575324
14.81519138755981,-72.02340680376787,0.00011344640137963142,-63.19698143767428
11.491198158646267,-73.19254861269542,0.00011344640137963142,-55.00655175917417
7.006024367216653,-74.0709460948331,0.00011344640137963142,-47.79991053720107
10.663859451182656,-72.21345427326031,0.00011344640137963142,-63.3489103439315
6.203740450441512,-75.5724524374883,0.00011344640137963142,-41.69955036284143
18.79708047835894,-73.16657124408115,0.0001308996938995747,-89.7691537578677
8.274156244646223,-73.27408304189801,0.00011344640137963142,-45.64922249055152
13.154834375918384,-72.93417919208348,0.0001308996938995747,-64.46764834831522
13.05308841340331,-72.24741191978738,0.00012217304763960306,-83.46571051366158
7.120460544279603,-74.2648147884905,0.0001308996938995747,-59.05012866226584
18.543151390319263,-72.60495614990964,0.00011344640137963142,-46.9429653426143
15.101037791266887,-71.6944993664332,0.00011344640137963142,-53.13582126523218
16.429347826086953,-72.19683612791619,0.0001308996938995747,-165.98970116019674
15.944635403879206,-72.48723838231265,0.0001308996938995747,-212.46934750539083
21.05986156212613,-73.2336776676983,0.00011344640137963142,-43.87294988315885
18.1968922510734,-72.47495999861744,0.0001308996938995747,-72.81671015663383
17.02484679201234,-72.81290315013284,0.00011344640137963142,-55.284909233675606
14.543470125982287,-72.76669765826135,0.00011344640137963142,-58.89389996695137
3.6485932805244463,-74.27057970345571,0.0001308996938995747,-61.858452820649205
7.097566919858647,-72.35649927189303,0.00011344640137963142,-42.83145924834057
11.346720484359233,-72.24379947895177,0.0001308996938995747,-66.11579257840917
13.174950298210735,-73.7883487806327,0.00011344640137963142,-48.28631092148507
15.512251709540866,-72.3933396987419,0.0001308996938995747,-47.480123827361595
15.343057677616502,-75.00672347564475,0.00011344640137963142,-44.44240183914925
13.389175807759617,-73.21563887663287,0.00011344640137963142,-70.42893526396767
