ra,dec,beta_t,min_chi_sq
86.11765272073922,-73.25388061692067,3.490658503988659e-05,-45.69300727839681
79.95816487211133,-68.9150352089116,3.490658503988659e-05,-55.80247303530881
90.83326719156773,-67.36883397353952,4.363323129985824e-05,-63.45426882879554
93.7208563140176,-69.9664389529446,4.363323129985824e-05,-54.767856457834746
79.27319540017551,-66.65386594040359,4.363323129985824e-05,-95.04784390525136
78.04507145474533,-68.94008482179936,3.490658503988659e-05,-69.23860002649494
88.07267108002877,-70.797536209204,3.490658503988659e-05,-57.67762346891114
89.35226399980179,-68.26011275580953,3.490658503988659e-05,-44.509995170147924
75.04328534193868,-72.68005474481035,4.363323129985824e-05,-60.327110457166995
80.87248351882046,-69.75473838554214,4.363323129985824e-05,-125.29769295452394
82.42947749685644,-67.28565566235457,3.490658503988659e-05,-44.769478510070115
72.78263685132035,-67.5346085748615,3.490658503988659e-05,-46.04749411118646
71.8957532023007,-69.66409183830368,3.490658503988659e-05,-44.5069684356971
79.81337023989262,-70.76151750203289,3.490658503988659e-05,-46.58772096608728
77.46697585159123,-73.20138793550731,4.363323129985824e-05,-55.807073173998276
93.30253088048764,-68.91793956405982,3.490658503988659e-05,-44.73784911384435
93.39097642182509,-71.53559360216691,4.363323129985824e-05,-54.7064996458234
80.14005107585308,-70.19546178638294,4.363323129985824e-05,-82.34309579916912
81.77810902896081,-72.75514584445486,3.490658503988659e-05,-55.898002821825216
78.15833631644891,-65.89345145735143,3.490658503988659e-05,-69.93226698521634
89.3015285795593,-67.9149282531461,4.363323129985824e-05,-74.39804298736965
81.55254753193786,-66.02190305016558,3.490658503988659e-05,-47.714955991130886
90.6875843934333,-72.35270677072592,3.490658503988659e-05,-45.784697156091525
72.78396961822907,-67.53570023615382,3.490658503988659e-05,-45.39690132574575
73.8924588688303,-68.46160507690394,3.490658503988659e-05,-64.74353153710176
89.35527424069761,-68.25884072231807,3.490658503988659e-05,-44.45016938733647
79.67751472100954,-67.82891877959574,4.363323129985824e-05,-96.4994488756143
69.89778358410669,-70.09291877567145,3.490658503988659e-05,-45.582250839248616
71.25861247129176,-69.29611549727028,3.490658503988659e-05,-49.11020534156472
88.63317111363567,-66.5886247427371,4.363323129985824e-05,-85.3683653071456
89.05943752552064,-68.90287307290825,4.363323129985824e-05,-44.660699496824414
71.53242532115772,-72.63835428924372,3.490658503988659e-05,-70.61377415453147
76.95935076605613,-73.86099002339316,3.490658503988659e-05,-44.63719600053515
72.58517333043997,-70.16393967248446,3.490658503988659e-05,-49.578098352251004
80.75307840448194,-65.34645619893797,4.363323129985824e-05,-0.0
79.18876972259463,-72.62842526805517,3.490658503988659e-05,-46.16424587894186
71.66130511194316,-66.4803583893364,4.363323129985824e-05,-0.0
73.34581199224898,-70.28657755499728,3.490658503988659e-05,-49.17032148514111
76.43099883994171,-65.82264398017449,3.490658503988659e-05,-65.92974137310503
91.52485279704901,-66.7149087145358,4.363323129985824e-05,-0.0
73.3977642205363,-69.47260398599386,4.363323129985824e-05,-171.12479761548872
85.69707708814252,-73.47625893521511,3.490658503988659e-05,-44.450800193012626
77.15866828932027,-68.9117677929944,4.363323129985824e-05,-137.04845697721748
79.27194448014394,-69.0547918039924,3.490658503988659e-05,-46.293448369642746
80.50006826870563,-66.30497270434327,3.490658503988659e-05,-44.53324522307848
80.05483329294049,-69.26944746148911,4.363323129985824e-05,-157.51733911994063
73.19525999592695,-68.84913896631943,3.490658503988659e-05,-49.510810284886865
77.08369458872565,-67.41851678236674,3.490658503988659e-05,-52.62932423613971
84.91242097588056,-68.33279588496436,4.363323129985824e-05,-87.27283023528885
72.78695405377313,-67.5346085748615,3.490658503988659e-05,-46.30975224004477
78.57058175008306,-66.19628556765224,4.363323129985824e-05,-53.920965217704975
91.66335935664115,-69.38463799993679,4.363323129985824e-05,-68.73863867406271
78.97694964737035,-68.85258825621742,3.490658503988659e-05,-53.02859773168544
72.78418220918239,-67.53351691150377,4.363323129985824e-05,-45.04746136408907
93.93039247552109,-72.36083353508886,4.363323129985824e-05,-0.0
71.34711738219008,-70.92783917903415,4.363323129985824e-05,-61.90909676836067
90.6381986750262,-69.80005685526439,3.490658503988659e-05,-47.76967878919631
70.0764464173735,-68.24103196863692,3.490658503988659e-05,-57.18550755734057
91.72855836032338,-68.2146813061091,3.490658503988659e-05,-77.82508769306489
81.85651365145738,-66.62142854014692,3.490658503988659e-05,-44.50201531029837
89.12944160112797,-70.41299569637118,4.363323129985824e-05,-84.45403242612299
72.7837693070257,-67.53406274344081,4.363323129985824e-05,-45.17680184675528
67.88793459410357,-70.45681985424469,4.363323129985824e-05,-0.0
83.52151058237655,-70.55568525557425,3.490658503988659e-05,-56.74218023601076
88.38490792011449,-66.89690403314987,3.490658503988659e-05,-44.489351909521815
94.03615767026159,-70.19383136935932,3.490658503988659e-05,-62.206047349065855
94.56266100664995,-69.03156172791216,4.363323129985824e-05,-0.0
69.69989286269251,-68.04528224841746,4.363323129985824e-05,-0.0
87.16283470605889,-68.46632816173394,3.490658503988659e-05,-52.54849798281779
84.02005374094222,-73.74039836390145,3.490658503988659e-05,-48.668218107767565
87.01000581994002,-65.90549509773427,4.363323129985824e-05,-44.04975673576785
74.8865551722632,-69.45573723060465,3.490658503988659e-05,-44.68768826060784
84.01684705603073,-65.76332638172966,3.490658503988659e-05,-46.09437525821021
94.81091513382336,-69.59591716516314,4.363323129985824e-05,-0.0
90.99407994226013,-69.11485929563483,4.363323129985824e-05,-75.94438393149153
73.17468560088021,-72.57805602542945,3.490658503988659e-05,-44.594302959629815
79.34345337907479,-66.6378297101259,3.490658503988659e-05,-46.26547053219853
75.34480462735631,-68.43017745379706,4.363323129985824e-05,-89.51919935087912
78.79777656886144,-69.55312295156145,3.490658503988659e-05,-45.75985055841386
89.35373447410147,-68.26065791219011,3.490658503988659e-05,-44.62664556717054
78.55194614377689,-69.85570356992565,3.490658503988659e-05,-69.27220091524906
84.23310071033093,-69.84790969405023,3.490658503988659e-05,-57.35770509804232
76.01074177450731,-70.9227723075791,4.363323129985824e-05,-145.79155059087657
85.8275433416946,-65.7001687068981,3.490658503988659e-05,-46.93840633840643
79.72965067691793,-66.34253403007986,3.490658503988659e-05,-51.11966415502083
81.92965802506038,-67.77108712056429,4.363323129985824e-05,-83.25176892738338
74.18398503435004,-73.34244272532936,3.490658503988659e-05,-47.44956676488978
87.70827016866049,-69.28631920777693,3.490658503988659e-05,-44.45351168156779
89.35224795190274,-68.26065791219011,3.490658503988659e-05,-44.641856406638155
74.62048547115798,-67.09340722444418,3.490658503988659e-05,-44.51414691076063
86.75304170572123,-70.29237375791914,3.490658503988659e-05,-44.70290267229788
85.14278521076103,-67.52787661791544,4.363323129985824e-05,-97.40095276753456
91.36000322945259,-70.00521904813985,4.363323129985824e-05,-62.06361219371027
77.53097038854223,-72.39929900709993,4.363323129985824e-05,-51.80667011347752
90.44096749363493,-71.84017697444926,3.490658503988659e-05,-58.75327574508091
74.01963289962826,-66.79926427107702,3.490658503988659e-05,-61.274543641630885
79.90217800046752,-72.37148849066698,3.490658503988659e-05,-51.725522196687876
86.75501927170224,-71.30431169407967,3.490658503988659e-05,-70.04835930157681
71.80869915080127,-69.03646189457686,3.490658503988659e-05,-45.21932005591925
81.76814933671659,-70.78034158812383,3.490658503988659e-05,-60.15973915197228
72.78407591880463,-67.5346085748615,3.490658503988659e-05,-46.21393050196155
89.3537718320327,-68.25938587986073,3.490658503988659e-05,-44.447608308808576
74.18889678159664,-73.61437963510295,4.363323129985824e-05,-49.09224173195234
74.55168595478642,-71.71094832815584,3.490658503988659e-05,-50.3717630971003
72.78534596474397,-67.53388079951918,3.490658503988659e-05,-45.58855123543528
90.58255752010349,-68.77379437162895,3.490658503988659e-05,-53.77578791265656
81.54849907035327,-66.02190305016558,3.490658503988659e-05,-48.39784429741393
70.07499374692736,-69.1948797812812,3.490658503988659e-05,-44.58076158587424
77.32934875206178,-70.21031651055662,4.363323129985824e-05,-94.1189648422658
71.14821156004942,-67.76344854857689,3.490658503988659e-05,-46.94074436913603
85.8265460846962,-73.4656193955315,3.490658503988659e-05,-44.571084841591514
77.75337510780983,-69.61513735865535,3.490658503988659e-05,-67.75953703796397
79.53677391388112,-67.62721050808403,3.490658503988659e-05,-50.10260156216825
87.57640693562814,-68.93681753873662,3.490658503988659e-05,-44.48727072628689
89.51457264603674,-72.67933267867997,4.363323129985824e-05,-66.96113044437443
89.36041751062308,-69.1807272459786,4.363323129985824e-05,-70.83873573527056
81.35650665666606,-70.87698779656701,3.490658503988659e-05,-44.79707427731996
89.35826823669304,-68.25811384481975,3.490658503988659e-05,-44.46919436800626
89.31466663917017,-72.6262589186961,4.363323129985824e-05,-50.5882535101735
84.97268505872712,-68.31062846701334,4.363323129985824e-05,-78.23898240334854
