ra,dec,beta_t,min_chi_sq
15.65472197008564,-71.83620105654549,0.0001658062789394613,-49.65218974172376
13.078711752433936,-73.51935662110944,0.0001658062789394613,-79.64255818240909
5.34025241551477,-74.51194974293182,0.0001658062789394613,-43.6309108131498
15.764253708281826,-71.43922034786749,0.0001658062789394613,-55.557174920184686
16.781708196458617,-72.10868138441984,0.0001658062789394613,-52.23901837551971
12.730786983614125,-71.3596527119401,0.00018325957145940458,-54.62922870679087
9.377901384300113,-72.86776851573076,0.0001658062789394613,-44.37468764262898
14.44121355077474,-72.37817033357797,0.0001658062789394613,-66.86701923172119
13.597054774519211,-72.82445408288933,0.0001658062789394613,-65.4783471234058
13.424008138351985,-72.38828327825479,0.0001658062789394613,-60.24425324891728
11.530507740181985,-71.8015012000918,0.00018325957145940458,-56.875480962005504
15.253503451160848,-72.872099823273,0.00018325957145940458,-91.62099680527143
16.11579601438019,-73.86333318043471,0.0001658062789394613,-43.156420841292594
12.819870090239329,-73.56912341363724,0.00017453292519943296,-147.00125885656215
16.769729872881356,-73.77320685290127,0.0001658062789394613,-44.54074222187331
16.603002870390814,-73.78113837441249,0.0001658062789394613,-46.911192111233184
15.90782122905028,-73.84675069218767,0.0001658062789394613,-60.32978467977638
11.368401804217967,-72.36372302975454,0.00018325957145940458,-63.320351637891285
14.534977161224836,-73.06048793004089,0.0001658062789394613,-43.26103708406175
17.143328639324064,-73.72417389013913,0.0001658062789394613,-43.20076530376983
18.693890999302273,-71.50431442484839,0.0001658062789394613,-61.98130684155764
12.913974231912784,-71.9186064905682,0.00018325957145940458,-79.27852869272849
8.289527348529479,-74.19779470703352,0.0001658062789394613,-46.78284738442189
13.584432830705962,-73.27696905985252,0.0001658062789394613,-45.004341477881496
18.432490131313948,-72.20695156566408,0.0001658062789394613,-49.187517019984476
14.972850079463182,-73.7760910515949,0.00018325957145940458,-71.53390457482405
9.468926312190119,-73.23944999243805,0.0001658062789394613,-41.8984860787538
17.970308835804282,-71.96631058765601,0.0001658062789394613,-45.03654685076835
8.96318439269981,-74.0687837327323,0.00018325957145940458,-52.74276942768792
13.103832847778587,-74.26913847847084,0.0001658062789394613,-45.826506817199466
10.935796359976516,-72.91468970197938,0.00018325957145940458,-135.7521654457382
